Title,Year,Conference,Subfield,Authors,Author_Institutions,Author_Countries,Status,Track,Citations
Magnetic-based motion control of sperm-shaped microrobots using weak oscillating magnetic fields,2014,IROS,Robotics,Islam S. M. Khalil;Kareem Youakim;Alonso Sánchez;Sarthak Misra;Islam S. M. Khalil;Kareem Youakim;Alonso Sánchez;Sarthak Misra,"Faculty of Engineering and Material Science (EMS), German University in Cairo, New Cairo City, Egypt; Faculty of Engineering and Material Science (EMS), German University in Cairo, New Cairo City, Egypt; MIRA-Institute for Biomedical Technology and Technical Medicine, University of Twente, The Netherlands; MIRA-Institute for Biomedical Technology and Technical Medicine, University of Twente, The Netherlands",Egypt;Netherlands,Poster,main,35
PH Model-Based Shape Reconstruction of Heterogeneous Continuum Closed Loop Kinematic Chain: An Application to Skipping Rope,2018,IROS,Robotics,Inderjeet Singh;Yacine Amara;Othman Lakhal;Achille Melingui;Rochdi Merzouki;Inderjeet Singh;Yacine Amara;Othman Lakhal;Achille Melingui;Rochdi Merzouki,"Polytech Lille, CNRS-UMR 9189, Villeneuve d'Ascq, France; Ecole Militaire Polytechnique, Algeria; Polytech Lille, CNRS-UMR 9189, Villeneuve d'Ascq, France; Ecole Nationale Superieure Polytechnique, University of Yaounde 1, Yaounde, Cameroon; Polytech Lille, CNRS-UMR 9189, Villeneuve d'Ascq, France",France;Algeria;Cameroon,Poster,main,5
Real-Time Motion Planning in Changing Environments Using Topology-Based Encoding of Past Knowledge,2018,IROS,Robotics,Richard Fisher;Benjamin Rosman;Vladimir Ivan;Richard Fisher;Benjamin Rosman;Vladimir Ivan,"School of Computer Science and Applied Mathematics', University of the Witwatersrand, Johannesburg, SA; School of Computer Science and Applied Mathematics', University of the Witwatersrand, Johannesburg, SA; School of Informatics, University of Edinburgh, Edinburgh, UK",South Africa;United Kingdom,Poster,main,5
"Real-Time Segmentation with Appearance, Motion and Geometry",2018,IROS,Robotics,Mennatullah Siam;Sara Eikerdawy;Mostafa Gamal;Moemen Abdel-Razek;Martin Jagersand;Hong Zhang;Mennatullah Siam;Sara Eikerdawy;Mostafa Gamal;Moemen Abdel-Razek;Martin Jagersand;Hong Zhang,University of Alberta; University of Alberta; Cairo University; Cairo University; University of Alberta; University of Alberta,Canada;Egypt,Poster,main,19
Variable Admittance Control for Human-Robot Collaboration based on Online Neural Network Training,2018,IROS,Robotics,Abdel-Nasser Sharkawy;Panagiotis N. Koustournpardis;Nikos Aspragathos;Abdel-Nasser Sharkawy;Panagiotis N. Koustournpardis;Nikos Aspragathos,"Mechanical Engineering Department, South Valley University, Qena, Egypt; Dept. of Mechanical Engineering & Aeronautics, University of Patras, Rio, Greece; Dept. of Mechanical Engineering & Aeronautics, University of Patras, Rio, Greece",Egypt;Greece,Poster,main,54
BSA - Bi-Stiffness Actuation for optimally exploiting intrinsic compliance and inertial coupling effects in elastic joint robots,2022,IROS,Robotics,Dennis Ossadnik;Mehmet C. Yildirim;Fan Wu;Abdalla Swikir;Hugo T. M. Kussaba;Saeed Abdolshah;Sami Haddadin;Dennis Ossadnik;Mehmet C. Yildirim;Fan Wu;Abdalla Swikir;Hugo T. M. Kussaba;Saeed Abdolshah;Sami Haddadin,"Munich Institute of Robotics and Machine Intelligence (MIRMI), Technical University of Munich, Germany; Munich Institute of Robotics and Machine Intelligence (MIRMI), Technical University of Munich, Germany; Munich Institute of Robotics and Machine Intelligence (MIRMI), Technical University of Munich, Germany; Department of Electrical and Electronic Engineering, Omar Al-Mukhtar University (OMU), Albaida, Libya; Munich Institute of Robotics and Machine Intelligence (MIRMI), Technical University of Munich, Germany; Munich Institute of Robotics and Machine Intelligence (MIRMI), Technical University of Munich, Germany; Munich Institute of Robotics and Machine Intelligence (MIRMI), Technical University of Munich, Germany",Germany;Libya,Poster,main,4
Compact Strawberry Harvesting Tube Employing Laser Cutter,2022,IROS,Robotics,Mohamed Sorour;PåL Johan From;Khaled Elgeneidy;Stratis Kanarachos;Mohamed Sallam;Mohamed Sorour;PåL Johan From;Khaled Elgeneidy;Stratis Kanarachos;Mohamed Sallam,"Robotics Group, Faculty of Science and Technology, Norwegian University of Life Sciences (NMBU), Norway; Robotics Group, Faculty of Science and Technology, Norwegian University of Life Sciences (NMBU), Norway; School of Engineering, Coventry University, Cairo, Egypt; School of Engineering, Coventry University, Cairo, Egypt; Department of Mechanical Engineering, Helwan University, Cairo, Egypt",Norway;Egypt,Poster,main,8
Improving 3D Markerless Pose Estimation of Animals in the Wild using Low-Cost Cameras,2022,IROS,Robotics,Naoya Muramatsu;Zico da Silva;Daniel Joska;Fred Nicolls;Amir Patel;Naoya Muramatsu;Zico da Silva;Daniel Joska;Fred Nicolls;Amir Patel,"African Robotics Unit (ARU), University of Cape Town, South Africa; African Robotics Unit (ARU), University of Cape Town, South Africa; African Robotics Unit (ARU), University of Cape Town, South Africa; African Robotics Unit (ARU), University of Cape Town, South Africa; African Robotics Unit (ARU), University of Cape Town, South Africa",South Africa,Poster,main,5
"Minor Change, Major Gains II: Are Maximal Coordinates the Fastest Choice for Trajectory Optimization?",2022,IROS,Robotics,Stacey Shield;Amir Patel;Stacey Shield;Amir Patel,"Department of Electrical Engineering, University of Cape Town; Department of Electrical Engineering, University of Cape Town",South Africa,Poster,main,1
Vision-Based Control of an Unknown Suspended Payload with a Multirotor,2021,IROS,Robotics,J. F. Slabber;H. W. Jordaan;J. F. Slabber;H. W. Jordaan,"Electrical and Electronic Engineering Department, Stellenbosch University, Stellenbosch, South Africa; Electrical and Electronic Engineering Department, Stellenbosch University, Stellenbosch, South Africa",South Africa,Poster,main,4
What’s Best for My Mesh? Convex or Non-Convex Regularisation for Mesh Optimisation,2021,IROS,Robotics,Jason Pilbrough;Paul Amayo;Jason Pilbrough;Paul Amayo,"Dept. Electrical Engineering, African Robotics Unit, University of Cape Town, South Africa; Dept. Electrical Engineering, African Robotics Unit, University of Cape Town, South Africa",South Africa,Poster,main,1
Balancing stability and maneuverability during rapid gait termination in fast biped robots,2017,IROS,Robotics,Stacey Shield;Amir Patel;Stacey Shield;Amir Patel,"Department of Electrical Engineering, University of Cape Town, South Africa; Department of Electrical Engineering, University of Cape Town, South Africa",South Africa,Poster,main,13
Evolutionary cost-optimal composition synthesis of modular robots considering a given task,2017,IROS,Robotics,Esra Icer;Heba A. Hassan;Khaled El-Ayat;Matthias Althoff;Esra Icer;Heba A. Hassan;Khaled El-Ayat;Matthias Althoff,"Department of Computer Science, Technische Universität München, Garching, Germany; The American University in Cairo, New Cairo, Cairo, EG; Department of Computer Science and Engineering, American University in Cairo, Cairo, Egypt; Department of Computer Science, Technische Universität München, Garching, Germany",Germany;Egypt,Poster,main,23
Rendering 3D virtual objects in mid-air using controlled magnetic fields,2017,IROS,Robotics,Alaa Adel;Mohamed Abou Seif;Gerold Hölzl;Matthias Kranz;Slim Abdennadher;Islam S. M. Khalil;Alaa Adel;Mohamed Abou Seif;Gerold Hölzl;Matthias Kranz;Slim Abdennadher;Islam S. M. Khalil,"German University in Cairo, New Cairo, Egypt; German University in Cairo, New Cairo, Egypt; Faculty for Informatics and Mathematics, University of Passau, Passau, Germany; Faculty for Informatics and Mathematics, University of Passau, Passau, Germany; German University in Cairo, New Cairo, Egypt; German University in Cairo, New Cairo, Egypt",Egypt;Germany,Poster,main,14
Standing posture control for a low-cost commercially available hexapod robot,2017,IROS,Robotics,Mayur Tikam;Daniel Withey;Nicolaas J. Theron;Mayur Tikam;Daniel Withey;Nicolaas J. Theron,"Defence, Peace, Safety and Security department, UP; Mobile Intelligent Autonomous Systems department, CSIR; Department of Mechanical and Aeronautical Engineering, UP",South Africa;India,Poster,main,10
Swimming in low reynolds numbers using planar and helical flagellar waves,2017,IROS,Robotics,Islam S. M. Khalil;Ahmet Fatih Tabak;Mohamed Abou Seif;Anke Klingner;Barbara Adel;Metin Sitti;Islam S. M. Khalil;Ahmet Fatih Tabak;Mohamed Abou Seif;Anke Klingner;Barbara Adel;Metin Sitti,"German University in Cairo, New Cairo, Egypt; Physical Intelligence Department, Max Planck Institute for Intelligent Systems, Stuttgart, Germany; German University in Cairo, New Cairo, Egypt; German University in Cairo, New Cairo, Egypt; German University in Cairo, New Cairo, Egypt; Physical Intelligence Department, Max Planck Institute for Intelligent Systems, Stuttgart, Germany",Egypt;Germany,Poster,main,5
Tentacle-based moving obstacle avoidance for omnidirectional robots with visibility constraints,2017,IROS,Robotics,Abdellah Khelloufi;Nouara Achour;Robin Passama;Andrea Cherubini;Abdellah Khelloufi;Nouara Achour;Robin Passama;Andrea Cherubini,"Faculty of Electronics and Computer Science, BP32 EL-ALIA, Algiers, Algeria; Faculty of Electronics and Computer Science, BP32 EL-ALIA, Algiers, Algeria; Laboratory for Compute Science, Micro-electronics and Robotics LIRMM, Université de Montpellier CNRS, Montpellier, France; Laboratory for Compute Science, Micro-electronics and Robotics LIRMM, Université de Montpellier CNRS, Montpellier, France",Algeria;France,Poster,main,17
The effect of spine morphology on rapid acceleration in quadruped robots,2017,IROS,Robotics,Callen Fisher;Stacey Shield;Amir Patel;Callen Fisher;Stacey Shield;Amir Patel,"Faculty of Electrical Engineering, University of Cape Town, Rondebosch, South Africa; Faculty of Electrical Engineering, University of Cape Town, Rondebosch, South Africa; Faculty of Electrical Engineering, University of Cape Town, Rondebosch, South Africa",South Africa,Poster,main,26
Camera rotation estimation using 3D mesh surfaces representation of spherical images,2016,IROS,Robotics,Houssem Eddine Benseddik;Hicham Hadj-Abdelkader;Brahim Cherki;Samia Bouchafa;Houssem Eddine Benseddik;Hicham Hadj-Abdelkader;Brahim Cherki;Samia Bouchafa,"IBISC laboratory, Evry University, France; IBISC laboratory, Evry University, France; Automatic laboratory, Tlemcen University, Algeria; IBISC laboratory, Evry University, France",France;Algeria,Poster,main,2
Dynamic surface control-based stabilization of an nth chained systems with application to a car-like robot,2016,IROS,Robotics,S.A. Tchenderli-Braham;H. Khebbache;F. Hamerlain;N. Saadia;S.A. Tchenderli-Braham;H. Khebbache;F. Hamerlain;N. Saadia,"Le Laboratoire de Productique et Robotique, Centre de Developpement des Technologies Avances, Baba Hassen, Alger, Algerie; Department of Automatic Control, National Polytechnic School (ENP), Algiers, Aleria; Le Laboratoire de Productique et Robotique, Centre de Dveloppement des Technologies Avances, Alger, Algerie; University of Sciences and Technologies Houari Boumediene, USTHB, Algiers, Algeria",Algeria,Poster,main,1
Minimum time sprinting from rest in a planar quadruped,2016,IROS,Robotics,Neil F. Steenkamp;Amir Patel;Neil F. Steenkamp;Amir Patel,"Faculty of Engineering and the Built Environment, University of Cape Town, Rondebosch, Cape Town, The Republic of South Africa; Faculty of Engineering and the Built Environment, University of Cape Town, Rondebosch, Cape Town, The Republic of South Africa",South Africa,Poster,main,12
Trajectory learning from human demonstrations via manifold mapping,2016,IROS,Robotics,Michihisa Hiratsuka;Ndivhuwo Makondo;Benjamin Rosman;Osamu Hasegawa;Michihisa Hiratsuka;Ndivhuwo Makondo;Benjamin Rosman;Osamu Hasegawa,"Interdisciplinary Graduate School of Science and Engineering, Tokyo Institute of Technology, Yokohama, Japan; Interdisciplinary Graduate School of Science and Engineering, Tokyo Institute of Technology, Yokohama, Japan; Mobile Intelligent Autonomous Systems, University of the Witwatersrand, Pretoria, South Africa; Interdisciplinary Graduate School of Science and Engineering, Tokyo Institute of Technology, Yokohama, Japan",Japan;South Africa,Poster,main,11
Spray painting of a general three-dimensional surface,2000,IROS,Robotics,A. Zaki;M. Eskander;A. Zaki;M. Eskander,"Electronics Research Institute, National Research Centre, Cairo, Egypt; Electronics Research Institute, National Research Centre, Cairo, Egypt",Egypt,Poster,main,12
Control of Magnetically-Driven Screws in a Viscoelastic Medium,2020,IROS,Robotics,Zhengya Zhang;Anke Klingner;Sarthak Misra;Islam S. M. Khalil;Zhengya Zhang;Anke Klingner;Sarthak Misra;Islam S. M. Khalil,"Department of Biomedical Engineering, Surgical Robotics Laboratory, University of Groningen and University Medical Center Groningen, Groningen, The Netherlands; Physics Department, The German University in Cairo, Cairo, Egypt; Department of Biomechanical Engineering, Faculty of Engineering Technology, Surgical Robotics Laboratory, University of Twente, Enschede, The Netherlands; Department of Biomechanical Engineering, Faculty of Engineering Technology, Surgical Robotics Laboratory, University of Twente, Enschede, The Netherlands",Netherlands;Egypt,Poster,main,8
Tracking Strategy Based on Magnetic Sensors for Microrobot Navigation in the Cochlea,2020,IROS,Robotics,Tarik Kroubi;Karim Belharet;Kamal Bennamane;Tarik Kroubi;Karim Belharet;Kamal Bennamane,"Department of Electronics, University of Mouloud Mammeri, Tizi-Ouzou, Algeria; Hautes Études d’Ingénieur campus Centre, PRISME, Châteauroux, France; Department of Electronics, University of Mouloud Mammeri, Tizi-Ouzou, Algeria",Algeria;France,Poster,main,1
Applying robotics principles for the analysis of key fingered grip with normal and abnormal human hands,2007,IROS,Robotics,A.B. Sghaier;L. Romdhane;F.B. Ouezdou;A.B. Sghaier;L. Romdhane;F.B. Ouezdou,"University of Monastir, Tunisia; Mechanical Engineering of University of Monastir, Tunisia; Laboratory of Systems Engineering of Versailles, Université de Versailles Saint Quentin en Yvelines, France",Tunisia;France,Poster,main,2
Dynamic balance of a bipedal robot with trunk and arms subjected to 3D external disturbances,2007,IROS,Robotics,C. Zaoui;O. Bruneau;F. B. Ouezdou;A. Maalej;C. Zaoui;O. Bruneau;F. B. Ouezdou;A. Maalej,"Laboratory of Electromechanical systems, University of Sfax, Tunisia; Laboratory of Systems Engineering of Versailles, France; Laboratory of Systems Engineering of Versailles, France; Laboratory of Electromechanical systems, University of Sfax, Tunisia",Tunisia;France,Poster,main,3
Observer design for Euler Lagrange systems: application to path following control of an underactuated surface vessel,2007,IROS,Robotics,Jawhar Ghommam;Faical Mnif;Abderraouf Benali;Gerard Poisson;Jawhar Ghommam;Faical Mnif;Abderraouf Benali;Gerard Poisson,"Intelligent Control and Optimization of Complex System, Ecole Nationale dIngénieurs de Sfax, Sfax, Tunisia; Intelligent Control and Optimization of Complex System, Ecole Nationale dIngénieurs de Sfax, Sfax, Tunisia; Laboratoire de Vision et Robotique, Université d''Orlénas, Bourges, France; Laboratoire de Vision et Robotique, Université d''Orlénas, Bourges, France",Tunisia;France,Poster,main,24
Generalising human demonstration data by identifying affordance symmetries in object interaction trajectories,2011,IROS,Robotics,Jonathan Claassens;Yiannis Demiris;Jonathan Claassens;Yiannis Demiris,"Mobile Intelligent Autonomous Systems group, CSIR, Pretoria, South Africa; Imperial College London, UK",South Africa;United Kingdom,Poster,main,3
Leader-follower formation control of nonholonomic robots with fuzzy logic based approach for obstacle avoidance,2011,IROS,Robotics,Jawhar Ghommam;Hasan Mehrjerdi;Maarouf Saad;Jawhar Ghommam;Hasan Mehrjerdi;Maarouf Saad,"Ecole Nationale dIngénieurs de Sfax, Research Unit on Mechatronics and Autonomous Systems, Sfax, Tunisia; Département de génie électrique, École de technologie supérieure, Quebec, Canada; Département de génie électrique, École de technologie supérieure, Quebec, Canada",Tunisia;Canada,Poster,main,35
An analytical solution for the inverse kinematics of a redundant 7DoF Manipulator with link offsets,2010,IROS,Robotics,Giresh K. Singh;Jonathan Claassens;Giresh K. Singh;Jonathan Claassens,"Flight Mechanics & Control Division, CSIR, National Aerospace Laboratories, Bangalore, India; Mobile Intelligent Autonomous Systems, RSA, CSIR, Pretoria, South Africa",India;South Africa,Poster,main,114
Genetic Algorithms based method for time optimization in robotized site,2010,IROS,Robotics,Khelifa Baizid;Ryad Chellali;Ali Yousnadj;Amal Meddahi;Toufik Bentaleb;Khelifa Baizid;Ryad Chellali;Ali Yousnadj;Amal Meddahi;Toufik Bentaleb,"Italian Institute of Technology (IIT), University of Genova, Genoa, Italy; Italian Institute of Technology, Genoa, Italy; Mechanical Laboratory of Structures, Department, Polytechnics Military School, Algiers, Algeria; Italian Institute of Technology, Genoa, Italy; Italian Institute of Technology (IIT), University of Genova, Genoa, Italy",Italy;Algeria,Poster,main,29
Index finger system force capabilities under simulated pathological conditions,2010,IROS,Robotics,A.B. Sghaier;L. Romdhane;F.B. Ouezdou;A.B. Sghaier;L. Romdhane;F.B. Ouezdou,"Laboratory of Mechanical Engineering, University of Monastir, Tunisia; Mechanical Engineering, University of Monastir, Tunisia; Laboratory of Systems Engineering of Versailles, Université de Versailles Saint Quentin en Yvelines, France",Tunisia;France,Poster,main,1
Learning interaction protocols using Augmented Baysian Networks applied to guided navigation,2010,IROS,Robotics,Yasser Mohammad;Toyoaki Nishida;Yasser Mohammad;Toyoaki Nishida,"Faculty of Engineering, Electrical Engineering Department, Assiut University, Asyut, Egypt; Department Intelligence Science and Technology, Kyoto University, Kyoto, Japan",Egypt;Japan,Poster,main,42
A New Principle for Climbing Wheeled Robots: Serpentine Climbing with the Open WHEEL Platform,2006,IROS,Robotics,J.C. Fauroux;F. Chapelle;B.C. Bouzgarrou;J.C. Fauroux;F. Chapelle;B.C. Bouzgarrou,"College of Computer Engineering and Science, Prince Mohammad Bin Fahd University, Khobar, KSA; LARODEC, Université de Tunis, Tunis, Tunisia; Universite Clermont Auvergne - Campus des Cezeaux, Aubiere, Auvergne-RhÃ´ne-Alpes, FR",Saudi Arabia;Tunisia;France,Poster,main,25
Suboptimal Trajectory Generation for Industrial Robots using Trapezoidal Velocity Profiles,2006,IROS,Robotics,T. Chettibi;M. Haddad;H. E. Lehtihet;W. Khalil;T. Chettibi;M. Haddad;H. E. Lehtihet;W. Khalil,"Laboratory of Structure Mechanics, UERMA, EMP, B.E.B., 16111, Algiers, Algeria. tahachettibi@yahoo.fr; Laboratory of Structure Mechanics, UERMA, EMP, B.E.B., 16111, Algiers, Algeria. haddadmoussa2003@yahoo.fr; Laboratory of Structure Mechanics, UERMA, EMP, B.E.B., 16111, Algiers, Algeria. hlehtihet@yahoo.fr; IRCCyN- UMR CNRS 6597, Ecole Centrale de Nantes, BP 92 101, 44321 Nantes, France. Wisama.Khalil@irccyn.ec-nantes.fr",Algeria;France,Poster,main,11
Elastic Shape-From-Template With Spatially Sparse Deforming Forces,2017,CVPR,Computer Vision and Pattern Recognition,Abed Malti; Cedric Herzet,"AutoMed/LAT, Université de Tlemcen, Tlemcen, Algeria; INRIA-Rennes, Campus de Beaulieu, Rennes, France",Algeria;France,Spotlight,main,17
Unleashing the Potential of Consistency Learning for Detecting and Grounding Multi-Modal Media Manipulation,2025,CVPR,Computer Vision and Pattern Recognition,Yiheng Li; Yang Yang; Zichang Tan; Huan Liu; Weihua Chen; Xu Zhou; Zhen Lei,"MAIS, Institute of Automation, Chinese Academy of Sciences+School of Artificial Intelligence, University of Chinese Academy of Sciences+CAIR, HKISI, Chinese Academy of Sciences+School of Computer Science and Engineering, the Faculty of Innovation Engineering, M.U.S.T; MAIS, Institute of Automation, Chinese Academy of Sciences+School of Artificial Intelligence, University of Chinese Academy of Sciences+CAIR, HKISI, Chinese Academy of Sciences+School of Computer Science and Engineering, the Faculty of Innovation Engineering, M.U.S.T; Sangfor Technologies Inc.; Beijing Jiaotong University; Alibaba Group; Sangfor Technologies Inc.; MAIS, Institute of Automation, Chinese Academy of Sciences+School of Artificial Intelligence, University of Chinese Academy of Sciences+CAIR, HKISI, Chinese Academy of Sciences+School of Computer Science and Engineering, the Faculty of Innovation Engineering, M.U.S.T",China;Mauritius,Poster,main,0
LAA-Net: Localized Artifact Attention Network for Quality-Agnostic and Generalizable Deepfake Detection,2024,CVPR,Computer Vision and Pattern Recognition,Dat Nguyen; Nesryne Mejri; Inder Pal Singh; Polina Kuleshova; Marcella Astrid; Anis Kacem; Enjie Ghorbel; Djamila Aouada,"CVI2, SnT, University of Luxembourg; CVI2, SnT, University of Luxembourg; CVI2, SnT, University of Luxembourg; CVI2, SnT, University of Luxembourg; CVI2, SnT, University of Luxembourg; CVI2, SnT, University of Luxembourg; CVI2, SnT, University of Luxembourg + Cristal Laboratory, National School of Computer Sciences, University of Manouba; CVI2, SnT, University of Luxembourg",Luxembourg;Tunisia,Poster,main,29
Balanced Product of Calibrated Experts for Long-Tailed Recognition,2023,CVPR,Computer Vision and Pattern Recognition,Emanuel Sanchez Aimar; Arvi Jonnarth; Michael Felsberg; Marco Kuhlmann,"Department of Electrical Engineering, Linköping University, Sweden + Husqvarna Group, Huskvarna, Sweden; Department of Electrical Engineering, Linköping University, Sweden; Department of Electrical Engineering, Linköping University, Sweden + University of KwaZulu-Natal, Durban, South Africa; Department of Computer and Information Science, Linköping University, Sweden",Sweden;South Africa,Poster,main,44
Jedi: Entropy-Based Localization and Removal of Adversarial Patches,2023,CVPR,Computer Vision and Pattern Recognition,Bilel Tarchoun; Anouar Ben Khalifa; Mohamed Ali Mahjoub; Nael Abu-Ghazaleh; Ihsen Alouani,"Universit ´e de Sousse, Ecole Nationale d’Ing ´enieurs de Sousse, LATIS, Sousse, Tunisia; Universit ´e de Jendouba, Institut National des Technologies et des Sciences du Kef, Tunisia; Universit ´e de Sousse, Ecole Nationale d’Ing ´enieurs de Sousse, LATIS, Sousse, Tunisia; University of California Riverside, CA, USA; CSIT, Queen’s University Belfast, UK+IEMN CNRS 8520, Universit ´e Polytechnique Hauts-de-France",Tunisia;United States;United Kingdom;France,Poster,main,32
Heat Diffusion Over Weighted Manifolds: A New Descriptor for Textured 3D Non-Rigid Shapes,2015,CVPR,Computer Vision and Pattern Recognition,Mostafa Abdelrahman; Aly Farag; David Swanson; Moumen T. El-Melegy,"Electrical Engineering Department, Assiut University, Assiut 71516, Egypt+CVIP Lab, University of Louisville, Louisville, KY 40292, USA; CVIP Lab, University of Louisville, Louisville, KY 40292, USA; Department of Mathematics, University of Louisville, Louisville, KY 40292, USA; Electrical Engineering Department, Assiut University, Assiut 71516, Egypt",Egypt;United States,Poster,main,7
Better Shading for Better Shape Recovery,2014,CVPR,Computer Vision and Pattern Recognition,Moumen T. El-Melegy; Aly S. Abdelrahim; Aly A. Farag,"Electrical Engineering Department, Assiut University, Assiut 71516, Egypt; CVIP Lab, University of Louisville, Louisville, KY 40292, USA; CVIP Lab, University of Louisville, Louisville, KY 40292, USA",Egypt;United States,Poster,main,3
"Ego4D: Around the World in 3,000 Hours of Egocentric Video",2022,CVPR,Computer Vision and Pattern Recognition,Kristen Grauman; Andrew Westbury; Eugene Byrne; Zachary Chavis; Antonino Furnari; Rohit Girdhar; Jackson Hamburger; Hao Jiang; Miao Liu; Xingyu Liu; Miguel Martin; Tushar Nagarajan; Ilija Radosavovic; Santhosh Kumar Ramakrishnan; Fiona Ryan; Jayant Sharma; Michael Wray; Mengmeng Xu; Eric Zhongcong Xu; Chen Zhao; Siddhant Bansal; Dhruv Batra; Vincent Cartillier; Sean Crane; Tien Do; Morrie Doulaty; Akshay Erapalli; Christoph Feichtenhofer; Adriano Fragomeni; Qichen Fu; Abrham Gebreselasie; Cristina González; James Hillis; Xuhua Huang; Yifei Huang; Wenqi Jia; Weslie Khoo; Jáchym Kolář; Satwik Kottur; Anurag Kumar; Federico Landini; Chao Li; Yanghao Li; Zhenqiang Li; Karttikeya Mangalam; Raghava Modhugu; Jonathan Munro; Tullie Murrell; Takumi Nishiyasu; Will Price; Paola Ruiz; Merey Ramazanova; Leda Sari; Kiran Somasundaram; Audrey Southerland; Yusuke Sugano; Ruijie Tao; Minh Vo; Yuchen Wang; Xindi Wu; Takuma Yagi; Ziwei Zhao; Yunyi Zhu; Pablo Arbeláez; David Crandall; Dima Damen; Giovanni Maria Farinella; Christian Fuegen; Bernard Ghanem; Vamsi Krishna Ithapu; C. V. Jawahar; Hanbyul Joo; Kris Kitani; Haizhou Li; Richard Newcombe; Aude Oliva; Hyun Soo Park; James M. Rehg; Yoichi Sato; Jianbo Shi; Mike Zheng Shou; Antonio Torralba; Lorenzo Torresani; Mingfei Yan; Jitendra Malik,"Meta AI+University of Texas at Austin; Meta AI; Meta AI; University of Minnesota; University of Catania; Meta AI; Meta AI; Meta Reality Labs; Georgia Tech; Carnegie Mellon University; Meta AI; Meta AI+University of Texas at Austin; UC Berkeley; Meta AI+University of Texas at Austin; Georgia Tech; University of Minnesota; University of Bristol; King Abdullah University of Science and Technology; National University of Singapore; King Abdullah University of Science and Technology; International Institute of Information Technology, Hyderabad; Meta AI; Meta AI+Georgia Tech; Carnegie Mellon University; University of Minnesota; Meta AI; Meta; Meta AI; University of Bristol; Carnegie Mellon University; Carnegie Mellon University Africa; Universidad de los Andes; Meta Reality Labs; Carnegie Mellon University; University of Tokyo; Georgia Tech; Indiana University; Meta; Meta AI; Meta Reality Labs; Meta AI; Meta Reality Labs; Meta AI; University of Tokyo; Meta AI+UC Berkeley; International Institute of Information Technology, Hyderabad; University of Bristol; Meta AI; University of Tokyo; University of Bristol; Universidad de los Andes; King Abdullah University of Science and Technology; Meta Reality Labs; Meta Reality Labs; Georgia Tech; University of Tokyo; National University of Singapore; Meta Reality Labs; Indiana University; Carnegie Mellon University; University of Tokyo; Indiana University; National University of Singapore; Universidad de los Andes; Indiana University; University of Bristol; University of Catania; Meta AI; King Abdullah University of Science and Technology; Meta Reality Labs; International Institute of Information Technology, Hyderabad; Meta AI; Carnegie Mellon University; National University of Singapore; Meta Reality Labs; MIT; University of Minnesota; Georgia Tech; University of Tokyo; University of Pennsylvania; National University of Singapore; MIT; Dartmouth; Meta Reality Labs; Meta AI+UC Berkeley",United States;Italy;United Kingdom;Saudi Arabia;Singapore;India;South Africa;Colombia;Japan,Oral,main,1162
ZeroWaste Dataset: Towards Deformable Object Segmentation in Cluttered Scenes,2022,CVPR,Computer Vision and Pattern Recognition,Dina Bashkirova; Mohamed Abdelfattah; Ziliang Zhu; James Akl; Fadi Alladkani; Ping Hu; Vitaly Ablavsky; Berk Calli; Sarah Adel Bargal; Kate Saenko,Boston University; American University in Cairo; Boston University; Worcester Polytechnic Institute; Worcester Polytechnic Institute; Boston University; University of Washington; Worcester Polytechnic Institute; Boston University; Boston University+MIT-IBM Watson AI Lab,United States;Egypt,Poster,main,67
Conditional Inference under Disjunctive Rationality,2021,AAAI,Artificial Intelligence,Richard Booth; Ivan Varzinczak,"Cardiff University, United Kingdom; CRIL, Univ. Artois & CNRS, France+CAIR, Computer Science Division, Stellenbosch University, South Africa+ISTI-CNR, Italy",United Kingdom;France;South Africa;Italy,Technical,main,10
Contextual Conditional Reasoning,2021,AAAI,Artificial Intelligence,Giovanni Casini; Thomas Meyer; Ivan Varzinczak,"ISTI–CNR, Italy+CAIR, South Africa; University of Cape Town+CAIR, South Africa; CRIL, Univ. Artois & CNRS, France+CAIR, South Africa",Italy;South Africa;France,Technical,main,12
A Multiagent Path Search Algorithm for Large-Scale Coalition Structure Generation,2025,AAAI,Artificial Intelligence,Redha Taguelmimt; Samir Aknine; Djamila Boukredera; Narayan Changder; Tuomas Sandholm,"Clermont Auvergne University, Clermont Auvergne INP, CNRS, LIMOS, F-63000 Clermont-Ferrand, France; Univ Lyon, UCBL, CNRS, INSA Lyon, Centrale Lyon, Univ Lyon 2, LIRIS, UMR5205, Lyon, France; Laboratory of Applied Mathematics, Faculty of Exact Sciences, University of Bejaia, Bejaia, Algeria; TCG Centres for Research and Education in Science and Technology, Kolkata, India; Carnegie Mellon University, Computer Science Department, Pittsburgh, USA+Strategy Robot, Inc.+Strategic Machine, Inc.+Optimized Markets, Inc.",France;Algeria;India;United States,Technical,main,1
"An Algebraic Notion of Conditional Independence, and Its Application to Knowledge Representation",2025,AAAI,Artificial Intelligence,Jesse Heyninck,"Open Universiteit, the Netherlands + University of Cape Town, South-Africa",Netherlands;South Africa,Technical,main,0
An Alternative Theory of Stable Revision for Nondeterministic Approximation Fixpoint Theory and the Relationships,2025,AAAI,Artificial Intelligence,Spencer Killen; Jia-Huai You; Jesse Heyninck,"University of Alberta, Canada; University of Alberta, Canada; Open Universiteit, the Netherlands + University of Cape Town, South-Africa",Canada;Netherlands;South Africa,Technical,main,0
